SEARCH_ROW,PUBLICATION,DATE,TITLE,EDITION,BYLINE,LANGUAGE,COUNTRY,SECTION,STATE,JOURNAL-CODE,PUBLICATION-TYPE,LENGTH,LOAD-DATE,DATELINE,SUBJECT,TEXT
60,AE Conjuntura e Finanças,10 Julho 2014,"CNDL: para 74%, preparação das cidades-sede para a Copa foi insuficiente",,,PORTUGUESE; PORTUGUÊS,,COFI,,CONJUNTURA E FINANCAS,Boletim de notícias,468 palavras,"July 10, 2014",,,"São Paulo, 10/7/2014 - A preparação das cidades-sede relacionada a itens como saúde, transporte, segurança e limpeza não foi suficiente para receber a Copa do Mundo na avaliação de 74% dos entrevistados por uma pesquisa da Confederação Nacional de Dirigentes Lojistas (CNDL) e do Serviço de Proteção ao Crédito (SPC Brasil). Para outros 11% não houve qualquer preparo para receber o megaevento esportivo da Fifa, já 12% afirmaram que os preparativos foram suficientes e 3% não souberam responder. Apesar do noticiário doméstico e internacional avaliar como uma surpresa positiva o bom andamento da organização do Mundial, o levantamento revela que os brasileiros não parecem confiantes em relação à capacidade do País para sediar e organizar eventos deste porte. Para 44% dos entrevistados, a segurança foi apontada como o fator mais importante para determinar o sucesso ou fracasso da Copa do Mundo no Brasil. Em relação às manifestações que eram esperadas para o período, 43% das pessoas ouvidas se disseram favoráveis e 37% se posicionaram contra os protestos. Notas Os 2.558 entrevistados nas 12 cidades entre 13 e 18 de junho avaliaram vários quesitos em uma escala de péssimo a ótimo, com notas de 1 a 5. Saúde (1,9) e transporte público (2,2) foram os itens com a pior avaliação. Segundo a pesquisa, os entrevistados mostraram neutralidade em relação a segurança pública (2,5), limpeza urbana (2,8) e qualidade dos aeroportos (3,0). Receberam avaliação positiva o potencial turístico (3,5), o comércio local (3,6), a rede hoteleira (3,7), o setor de bares e restaurantes (3,8) e os estádios (3,9). Em nota, o presidente da CNDL, Roque Pellizzaro Junior, avalia que a população aprovou os requisitos de responsabilidade da iniciativa privada, mas deu notas baixas para itens ligados ao governo. ""Os empresários fizeram o seu papel. Mas, por outro lado, toda a preparação de responsabilidade da esfera pública deixou muito a desejar"", ponderou. Ranking O ranking das cidades-sede melhor avaliadas por seus moradores é liderado por Curitiba (PR) e Manaus (AM), com nota 3,4. Brasília (DF) aparece em segundo lugar, com 3,3, seguida por Fortaleza (CE) e Natal (RN), empatadas com 3,2. O quarto lugar é dividido por Belo Horizonte (MG), Cuiabá (MT), Porto Alegre (RS), Recife (PE) e Salvador (BA), que receberam média 3,1. Rio de Janeiro (RJ) e São Paulo (SP) ficaram na última colocação, com nota 3,0. Na avaliação da economista-chefe do SPC Brasil, Marcela Kawauti, o fato de a lanterninha da lista ser ocupada pelas duas maiores cidades-sede está relacionado à má avaliação dos serviços públicos. ""O que pesou muito para este resultado foi o fato de São Paulo e Rio terem deixado a desejar nas áreas de segurança pública, saúde e transporte público"", comentou, em nota. (Mário Braga - mario.braga@estadao.com)"
61,AE Conjuntura e Finanças,12 Julho 2014,Dilma: Brasil provou para os que duvidavam que consegue fazer Copa do Mundo bem-sucedida,,,PORTUGUESE; PORTUGUÊS,,COFI,,CONJUNTURA E FINANCAS,Boletim de notícias,308 palavras,"July 12, 2014",,,"Nova York, 12/07/2014 -  O Brasil provou para os que duvidavam que consegue fazer uma Copa do Mundo bem-sucedida, afirmou a presidente Dilma Rousseff na noite de sexta-feira, durante encontro com jornalistas estrangeiros na residência presidencial. A preocupação de que estádios e aeroportos não estariam prontos ou que protestos iriam prejudicar a Copa tomou conta do Brasil nos anos que antecederam o evento. Mas agora, com a Copa quase no final, as pessoas estão saudando-a como um sucesso desportivo e milhares de fãs elogiaram o entusiasmo dos brasileiros e a atmosfera de festa animada. ""Nós mostramos que nosso povo sabe como ter uma boa interação não apenas entre nós, mas com os estrangeiros que recebemos"", disse Dilma. ""Nós mantivemos de forma competente a paz e a ordem, bem como tivemos uma boa administração de aeroportos, entre outros sucessos."" Muitos fãs de futebol estão qualificando esta como a melhor Copa do Mundo em décadas, por causa do alto nível dos jogos e da ausência de problemas sérios de logística no caminho para os estádios. Isso, afirmou Dilma, é um bom presságio para o Brasil na preparação para sediar as Olimpíadas de 2016 no Rio de Janeiro. Nos últimos meses, as autoridades olímpicas de fora do Brasil criticaram a preparação do país para o evento, apontando obras atrasadas, entre outros problemas. ""O presidente do COI (Comitê Olímpico Internacional) nos disse que está extremamente satisfeito com nossas preparações para a Olimpíada do Rio"", rebateu Dilma. ""Ele disse que considera nossa vila olímpica entre as melhores que já viu."" Ainda sobre a Copa do Mundo, Dilma afirmou que ""nunca tinha visto tamanha campanha contra algo tão grande, com tantas dúvidas sobre o sucesso da Copa, como enfrentamos no Brasil"". ""Bem, eliminamos as dúvidas de todos aqueles que não acreditavam em nós."" Fonte: Associated Press."
62,AE Conjuntura e Finanças,13 Julho 2014,Presidente da Ucrânia não assistirá à final da Copa no Maracanã,,,PORTUGUESE; PORTUGUÊS,,COFI,,CONJUNTURA E FINANCAS,Boletim de notícias,366 palavras,"July 13, 2014",,,"Kiev, 13/07/2014 - O presidente da Ucrânia, Petro Poroshenko, não estará presente à final da Copa do Mundo no Brasil, informou neste domingo o governo ucraniano através de um comunicado, negando a informação que havia sido passada por autoridades brasileiras. No sábado, um oficial brasileiro disse que Poroshenko e o presidente russo Vladimir Putin estariam em uma área vip no estádio do Maracanã, no Rio de Janeiro, para assistir ao jogo entre Argentina e Alemanha. A situação poderia ajudar nas negociações de paz entre as forças pró Rússia e pró ocidentais na Ucrânia. O site oficial da presidência da Ucrânia disse, contudo, que Poroshenko foi convidado oficialmente pela presidente do Brasil, Dilma Rousseff, mas que ele decidiu não participar. ""Considerando a situação em que a Ucrânia se encontra atualmente, o chefe de Estado acredita não ser possível assistir à final da Copa do Mundo"", diz o comunicado. O Ministério das Relações Exteriores do Brasil não respondeu aos pedidos para comentar a decisão ucraniana neste domingo. No sábado, o funcionário do governo brasileiro disse, em condição de anonimato, que Poroshenko tinha sido persuadido a vir ao Rio para acompanhar o jogo pela chanceler alemã, Angela Merkel. Merkel, e o presidente francês, François Hollande, são os principais líderes que tentam mediar a paz na Ucrânia. A crise entre a Rússia e a Ucrânia vem desde fevereiro, após protestos de pessoas que queriam laços mais estreitos com a União Europeia derrubarem o presidente pró Rússia Viktor Yanukovych. A Rússia classificou a ação como um golpe ilegal e assumiu o controle da península da Crimeia, alegando que estava protegendo os direitos das pessoas de etnia russa que vivem na península. Desde então, os combates entre rebeldes pró Rússia e tropas do governo ucraniano já mataram mais de 400 pessoas no leste da Ucrânia, enquanto dezenas de milhares fugiram de suas casas, em muitos casos, atravessando a fronteira para a Rússia. Putin, cujo país sediará a Copa do Mundo de 2018, assistirá à final da Copa no Maracanã, neste domingo. Antes do jogo, a presidente Dilma Rousseff vai recebê-lo e a vários líderes internacionais em um almoço. Fonte: Associated Press."
63,AE Noticiário,7 Julho 2014,Suspeitos confessam assassinato de adolescente palestino,,,PORTUGUESE; PORTUGUÊS,,INTERNACIONAL,Jerusalém,FASTNEWS,Boletim de notícias,144 palavras,"July 7, 2014",,,"Uma autoridade israelense informou que três suspeitos do assassinato do adolescente palestino Mohammed Abu Khdeir confessaram o crime. A fonte, que falou em condição de anonimato, disse que nesta segunda-feira os suspeitos participaram da reconstituição do crime. O jovem de 16 anos foi sequestrado perto de sua casa na semana passada. Horas depois, seu corpo foi encontrado queimado num floresta em Jerusalém. No domingo, Israel anunciou a detenção de seis judeus homens suspeitos pela morte de Abu Khdeir, mas suas identidades não foram relevadas . A morte do adolescente provocou vários dias de violentos protestos em áreas palestinas de Jerusalém e no norte de Israel. O escritório do primeiro-ministro israelense Benjamin Netanyahu informou nesta segunda-feira que ele telefonou para o pai de Abu Khdeir para expressar suas condolências. Fonte: Associated Press."
64,AE Noticiário,7 Julho 2014,Sem-Teto da ocupação Portal do Povo protestam em SP,,Laura Maia de Castro,PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,182 palavras,"July 7, 2014",,,"Cerca de 150 manifestantes do Movimento dos Trabalhadores Sem-Teto (MTST) se concentraram no Largo da Batata, em Pinheiros, na zona oeste da capital paulista, na manhã desta segunda-feira, 7. Eles são moradores da ocupação chamada de Portal do Povo, na região do Morumbi, zona sul, e reivindicam que o terreno particular invadido no último dia 20 de junho pelo movimento seja destino a moradia populares. O trajeto do protesto ainda não foi divulgado pelos coordenadores, mas o destino provável é a sede da construtora Even, dona do terreno do Portal do Povo, localizada no número 1.400 da Rua Hungria, no Jardim Europa, zona sul. Por volta das 10h15, os manifestantes deixaram o Largo da Batata e bloquearam totalmente a Avenida Faria Lima, no sentido Itaim Bibi, aos gritos de ""e daí?  O povo do sem-teto vai morar no Morumbi"". Segundo a coordenação do MTST, cerca de 2 mil famílias fazem parte da ocupação. ""Esse terreno é uma zona mista, que permite a construção de habitação popular. O ato é para pressionar que ele seja destinado a moradias populares"", disse o coordenador Guilherme Boulos."
65,AE Noticiário,7 Julho 2014,MTST consegue reunião com autoridades e encerra protesto,,Laura Maia de Castro,PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,245 palavras,"July 7, 2014",,,"O líder do Movimento dos Trabalhadores Sem-Teto (MTST), Guilherme Boulos, afirmou na tarde desta segunda-feira, 7, que conseguiu marcar para esta quinta ou sexta-feira um encontro com representantes da Prefeitura e da construtora Even. ""A reunião foi confirmada pelas Secretarias de Relações Intergovernamentais e de Habitação, sem data definida. Deve ser entre quinta e sexta-feira. Além de representantes de Even e da Prefeitura, vamos tentar que o governo federal e a Caixa (Caixa Econômica Federal) estejam presentes"", afirmou. Depois que a reunião foi confirmada, o grupo caminhou até o Largo da Batata, na zona oeste, onde a manifestação foi encerrada. O ato do MTST reuniu, na manhã desta segunda, cerca de 150 integrantes do movimento em frente à construtora Even, na Marginal do Pinheiros, na zona sul da capital. Os manifestantes são moradores da ocupação chamada de Portal do Povo, na região do Morumbi (zona sul) e reivindicam que o terreno pertencente à Even, invadido em 20 de junho pelo movimento, seja destino a moradia populares. ""Esse terreno é uma zona mista, que permite a construção de habitação popular. O ato é para pressionar que ele seja destinado a moradias populares"", disse Boulos. Segundo o MTST, cerca de 2 mil famílias fazem parte da ocupação. No final da manhã, os ativistas chegaram à sede da Even, mas o prédio estava com as grades fechadas. Os manifestantes bloquearam duas faixas da Marginal Pinheiros no sentido da Rodovia Castelo Branco."
66,AE Noticiário,7 Julho 2014,Professores do Rio se reúnem e descartam nova greve,,Fábio Grellet,PORTUGUESE; PORTUGUÊS,,GERAL,Rio,FASTNEWS,Boletim de notícias,168 palavras,"July 7, 2014",,,"Em assembleia unificada, professores das redes estadual e municipal do Rio de Janeiro decidiram nesta segunda-feira, 7, não entrar novamente em greve. A paralisação mais recente começou em 12 de maio e se estendeu até 27 de junho, quando foi suspensa após os deputados estaduais aprovarem um reajuste de 9% à rede estadual de ensino. A categoria reivindicava reajuste salarial e mudanças na estrutura de trabalho. Os profissionais que mantiveram a greve mais recente mesmo após a Justiça ter declarado ilegal a paralisação tiveram descontos no salário e outras punições, que estão sendo negociadas com o governo. A assembleia ocorreu no Clube Hebraica, em Laranjeiras (zona sul), e reuniu cerca de mil profissionais da educação. Antes, uma parte desse grupo fez um protesto em frente à Prefeitura do Rio, no centro da capital. Embora a proposta de nova greve tenha sido recusada, o Sindicato Estadual dos Profissionais da Educação do Rio (Sepe-RJ) mantém um calendário de eventos para manter a categoria mobilizada."
67,AE Noticiário,7 Julho 2014,Israelenses confessam assassinato de palestino,,AE,PORTUGUESE; PORTUGUÊS,,INTERNACIONAL,Jerusalém,FASTNEWS,Boletim de notícias,247 palavras,"July 8, 2014",,,"Três israelenses acusados de matar um adolescente palestino confessaram o crime nesta segunda-feira e participaram de uma reconstituição da cena junto às autoridades, afirmou um oficial do governo, sob a condição de não ter o nome publicado. A tensão na região escalou nas últimas semanas, desde que três adolescentes israelenses foram sequestrados e mortos na Cisjordânia. Na semana passada, horas depois de os adolescentes israelenses terem sido enterrados, Mohammed Abu Khdeir, de 16 anos, foi sequestrado em frente à sua casa na área leste de Jerusalém e queimado vivo. Palestinos acusam extremistas judeus pelo assassinato, o que seria uma vingança pela morte dos três adolescentes israelenses. A morte de Khdeir levou a dias de violentos protestos em regiões árabes de Jerusalém e no norte de Israel. Os judeus suspeitos não foram identificados e permanecem sob custódia. A agência de segurança interna de Israel tem divulgado poucos detalhes sobre o caso. Até mesmo os advogados não conseguem acesso aos suspeitos. ""Eu não sei nem como eles se parecem, porque a agência tem uma ordem que me impede de receber uma foto"", disse Naftali Werzberger, advogado de um dos suspeitos. Ele acrescentou que seu cliente foi proibido de sequer receber a informação de que está sendo representado por um advogado. Werzberger disse que nenhum dos suspeitos tem um histórico violento e que as famílias dos acusados não sabem explicar como a situação chegou a esse ponto. Fonte: Associated Press."
68,AE Noticiário,8 Julho 2014,Grupo ocupa área ao lado da Fan Fest de SP,,Bruno Ribeiro,PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,390 palavras,"July 8, 2014",,,"Cerca de 50 pessoas estão dormindo, cozinhando e se banhando bem ao lado da entrada da Fan Fest no Vale do Anhangabaú, centro da capital. Elas estão instaladas em barracas de camping e em lonas amarradas pelas estátuas que compõem o Monumento a Carlos Gomes, nas escadarias que ligam o vale à Praça Ramos de Azevedo. Os ocupantes são artistas e educadores que trabalham com moradores de rua. Decidiram ocupar o lugar depois de serem despejados da Escola Municipal de Bailado, prédio embaixo do Viaduto do Chá que também havia sido ocupado pelo grupo há cerca de dois meses. Antes de invadir a escola, eles organizavam eventos culturais - sem autorização nem apoio do poder público - em alguns pontos do centro velho. O lugar funciona como moradia e como um protesto. Os ocupantes dizem que não deixarão a área ao lado da Fan Fest - agora repleto de restos de lonas, panos, móveis e pedaços de madeira - enquanto a Prefeitura não liberar um espaço para eles voltarem a desenvolver suas atividades. ""Mas tem ser só a cessão do lugar. A gestão terá de ser nossa"", diz o educador Carlinhos Almeida, de 46 anos, um dos moradores. Os artistas dizem que, no espaço, fazem oficinas de desenho, dança do ventre, street dance, cultura africana e de lutas muay thai. Sábado passado, dia que a Fan Fest ficou lotada, o acesso à área do acampamento foi isolada por policiais militares. Mas o público tinha de passar ao lado da ocupação para chegar às entradas da festa, onde ocorrem as revistas policiais. A assistente social Juliana Carvalho dos Santos, de 31 anos, que trabalha na ocupação, diz que o mais novo ali tem 16 anos. É filho de uma mulher que faz parte da ocupação. O mais velho, Orlando Resende, de 67 anos, é artesão. ""Ensinava artesanato no Bailado, agora vim para cá e vou ficar com eles"", conta. É o ""faxina"", que cuida da limpeza do acampamento. Quem está negociando com os manifestantes é a Secretaria Municipal de Cultura. O órgão diz que não há possibilidade de ceder espaços para eles. ""O único acordo da SMC com os invasores é o de receber sua proposta de atividades culturais - e não de gestão ou ocupação de qualquer outro espaço público - para análise sobre eventual incorporação na agenda dos equipamento"", diz nota do órgão. A Prefeitura não disse como irá solucionar o caso. As informações são do jornal  O Estado de S. Paulo."
69,AE Noticiário,8 Julho 2014,Candidato a presidência afegã contesta resultado parcial,,,PORTUGUESE; PORTUGUÊS,,INTERNACIONAL,Cabul,FASTNEWS,Boletim de notícias,496 palavras,"July 8, 2014",,,"A crise política no Afeganistão ficou ainda mais séria nesta terça-feira, quando o candidato Abdullah Abdullah, que perdeu a eleição presidencial segundo resultados preliminares, afirmou ter vencido o pleito e estuda formar seu próprio governo. Em discurso realizado em Cabul, Abdullah adotou um tom desafiador e disse que não chegaria a um acordo com seu rival, o ex-ministro de Finanças Ashraf Ghani, que conquistou a maioria dos votos do segundo turno, realizado em 14 de junho, embora o resultado possa ainda ser alterado na medida em que fraudes eleitorais forem julgadas, informou a comissão eleitoral afegã na segunda-feira. ""O povo afegão quer que anunciemos nosso governo"", declarou nesta terça-feira Abdullah, que já foi ministro de Relações Exteriores do país. ""Eu me sacrificarei por vocês, mas nunca aceitarei um governo fraudulento."" A crise política no país vem à tona na medida em que a insurgência do Taleban avança, a economia está estagnada e a ajuda internacional diminui e pode levar ao rompimento do Estado afegão. Segundo resultados preliminares, Abdullah, que recebeu a maioria dos votos no primeiro turno eleitoral realizado em abril, ficou na segunda colocação no segundo turno do pleito, ocorrido em junho, com 43,3% dos votos, ante 56,4% obtidos por Ghani. Embora a contagem deva ser revisada pela agência eleitoral antes de se tornar oficial, a divulgação dos resultados parciais na segunda-feira provocou uma reação irritada de Abdullah e seus partidários. Abdullah alega que 2 milhões de votos foram fraudados em benefício de seu rival, de um total de 8,1 milhões, acusação negada pela campanha de Ghani. A disputa eleitoral preocupa profundamente os Estados Unidos e a comunidade internacional. Abdullah disse ter conversado com Barack Obama e afirmou que o presidente norte-americano vai enviar seu secretário de Estado, John Kerry, a Cabul para ajudar a resolver o impasse. ""Eu não quero uma guerra civil"", declarou Abdullah. ""Eu não quero uma crise."" As discussões têm se intensificado desde o anúncio dos resultados preliminares. O governador da província de Balkh, Atta Mohammad Noor, um dos mais importantes aliados de Abdullah, convocou na noite de segunda-feira uma ""ampla agitação civil"" e advertiu para a formação de um ""governo paralelo"". Abdullah e Atta são líderes proeminentes da Aliança do Norte, grupo que combate o Taleban desde antes da invasão norte-americana em 2001. Muitos dos ex-comandantes da Aliança do Norte ainda mantêm milícias armadas no norte do Afeganistão, enquanto outros se integraram ao Exército e à polícia afegãos. Abdullah ficou em segundo lugar quando o presidente Hamid Karzai foi eleito em 2009, pleito também marcado por muitas fraudes. Na época, mais de um milhão de votos, a maioria para Karzai, foram desqualificados pela agência eleitoral. Abdullah desistiu de participar do segundo turno naquele ano, afirmando não confiar nas autoridades eleitorais, mas não organizou protestos. Fonte: Associated Press."
70,AE Noticiário,8 Julho 2014,Ouvidoria registra mais denúncias contra policiais de SP,,Rafael Italiani,PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,381 palavras,"July 8, 2014",,,"Nos 23 dias em que houve Copa do Mundo no Brasil, a Ouvidoria das Policias do Estado de São Paulo registrou 27 queixas de assassinato e outras cinco reclamações de prisões que o órgão considera ""arbitrárias ou ilegais"". O levantamento entre o dia 12 de junho (abertura da competição) e esta terça-feira, 8, foi feito pelo ouvidor Júlio César Fernandes Neves com base nas reclamações e denúncias que chegam ao órgão. A análise também foi realizada nos dados do mesmo período do ano passado. De acordo com Neves, entre 12 de junho e 8 de julho de 2013, a ouvidoria registrou 22 denúncias de assassinato. Na época, foram três queixas de prisões arbitrárias. Segundo o ouvidor, a quantidade de mortes aponta que existe a necessidade de mudança nas estruturas das polícias Militar e Civil. ""Esses casos sempre são preocupantes, principalmente porque nós e quem denuncia sabemos que foram policiais militares que mataram"", afirmou Neves. Uma das denúncias, de acordo com o órgão, é contra o policial militar Marcelo Aparecido Domingos Coelho, de 43 anos, que assassinou a atriz Luana Barbosa, de 25 anos, no último dia 27, durante uma blitz Presidente Prudente, no interior do Estado. Segundo o ouvidor, o PM responde ao crime em liberdade. Endurecimento. As cinco reclamações de prisões arbitrárias surgiram após as manifestações contra a Copa do Mundo, a partir da abertura da competição. ""A postura da polícia mudou nas manifestações. A atuação é mais arbitrária. Prender advogado dentro do exercício da função aconteceu só durante a Ditadura Militar"", disse Neves. Três advogados foram detidos em atos contra a competição em São Paulo. Um deles, um observador legal do coletivo Advogados Ativistas, foi preso na Avenida Paulista, no último dia 23, acusado de porte de drogas. Ele assinou um termo circunstanciado (crime de menor potencial ofensivo) e foi liberado. No dia 1º de julho, outros dois advogados foram detidos e liberados. No mesmo protesto do dia 23, o professor Rafael Marques Lusvarghi, de 29 anos, e o técnico laboratorial Fábio Hideki Harano, de 26 anos, foram detidos por policiais do Departamento Estadual de Investigações Criminais (Deic). Eles foram acusados pelo secretário estadual de Segurança Pública, Fernando Grella Vieira, de serem integrantes de grupos de black blocs."
71,AE Noticiário,9 Julho 2014,Presidente do COI vê bom avanço na preparação do Rio,,AE-AP,PORTUGUESE; PORTUGUÊS,,ESPORTES,Lausanne,FASTNEWS,Boletim de notícias,346 palavras,"July 9, 2014",,,"O presidente do Comitê Olímpico Internacional (COI), Thomas Bach, afirmou nesta quarta-feira que a organização da Olimpíada do Rio será beneficiada pelo sucesso da Copa do Mundo no Brasil. Segundo ele, já é possível ver evolução no trabalho para superar os atrasos na construção das estruturas necessárias para os Jogos de 2016. Mesmo com a derrota por 7 a 1 para Alemanha na semifinal, a Copa do Mundo ainda terá efeitos positivos para a autoestima da população do Brasil, avaliou Bach. Para o dirigente, ""os brasileiros irão abraçar a Olimpíada após seu dia de luto"". Bach estará no Rio para acompanhar no domingo a final da Copa do Mundo. Antes disso, ele deve ter encontro na sexta-feira com a presidente Dilma Rousseff para discutir o andamento das preparações para a Olimpíada. ""A cidade do Rio, junto a seu prefeito e governador, avançou nas questões governamentais e está fazendo progresso em diferentes locais de competição"", afirmou o dirigente, em entrevista coletiva nesta quarta, em Lausanne, na Suíça. Ainda assim, ele alertou para os prazos apertados para que o Rio faça as obras necessárias - vale lembrar que, em abril, o COI designou uma força-tarefa com direito a um interventor (Gilbert Felli) para monitorar a evolução da empreitada. ""Temos que continuar vigilantes e não podemos perder tempo, mas dá para sentir a determinação e o entusiasmo do Comitê Organizador"", afirmou. Bach citou o início da construção, na semana passada, do Complexo Esportivo de Deodoro, assim como o progresso na construção do centro de mídia e do laboratório antidoping, como exemplos do progresso que o Rio tem feito. ""Nossa maior preocupação agora é com os locais de competição, é necessário que estejam prontos para os eventos-teste"", ressaltou. O principal executivo do COI admitiu ter ficado feliz por não ter havido grandes problemas no decorrer da Copa do Mundo, inclusive com protestos muito menos intensos que os de 2013, e acredita que a situação será a mesma nos Jogos Olímpicos. ""A Copa do Mundo e a atmosfera do País serão certamente favoráveis à Olimpíada"", disse Bach."
72,AE Noticiário,10 Julho 2014,Curdos iraquianos boicotarão reuniões de gabinete,,,PORTUGUESE; PORTUGUÊS,,INTERNACIONAL,Bagdá,FASTNEWS,Boletim de notícias,393 palavras,"July 10, 2014",,,"Os curdos iraquianos disseram nesta quinta-feira que seus políticos permanecerão distantes das reuniões de gabinete do país e pediram que o primeiro-ministro Nouri al-Maliki deixe o cargo, pois o responsabilizam pelo fracasso em conter a ofensiva e insurgentes sunitas. A decisão mostra a deterioração das relações entre o líder xiita e os curdos. O boicote às reuniões de gabinete é um protesto contra os comentários feitos por Maliki um dia antes. Ele acusou a região curda no norte do país, que tem grande grau de autonomia, de abrigar militantes sunitas que tomaram boa parte do território iraquiano. O premiê não apresentou provas e os curdos negam as acusações. O vice-primeiro-ministro Roz Nouri Shawez, a autoridade curda de mais alto nível do governo, disse aos jornalistas nesta quinta-feira que ""tais declarações têm como objetivo esconder o grande fiasco da segurança ao responsabilizar outros pelos acontecimentos. Nós anunciamos nosso boicote às reuniões de gabinete."" Os curdos também controlam os ministérios de Relações Exteriores, Comércio, Saúde e Imigração e Deslocamento. A medida é simbólica, já que o governo continuou a operar quando o bloco sunita retirou seus ministérios do gabinete, embora destaque o aprofundamento da divisão entre AL-Maliki e os curdos. A presidência da região autônoma curda disse que Al-Malik ""tornou-se histérico e perdeu seu equilíbrio"". ""Ele está fazendo tudo o que pode para justificar seus fracassos e responsabilizar outros por suas falhas"", afirmou a presidência da região curda em comunicado postado em seu site na noite de quarta-feira. O documento acusa Al-Maliki de destruir o país e exige sua saída. Os rivais de Al-Maliki e até mesmo alguns de seu aliados o acusam de ajudar a abastecer a crise atual, ao não promover a reconciliação com a minoria sunita do país, que reclama de ser tratada como cidadãos de segunda classe. Al-Maliki, cujo bloco político, o Estado de Direito, conquistou a maioria dos assentos parlamentares nas eleições de abril, recusou-se a deixar o cargo. Em vez disso, ele prometeu tentar um terceiro mandato. Isso levou a um impasse político, na medida em que os parlamentares tentam formar um novo governo que possa unir o país, ao mesmo tempo em que o Iraque enfrenta militantes sunitas que tomaram a maior parte das regiões norte e oeste do país. Fonte: Associated Press."
73,AE Noticiário,10 Julho 2014,Ato contra prisão de ativistas é marcado para esta 5ª,,LAURA MAIA DE CASTRO,PORTUGUESE; PORTUGUÊS,,GERAL,São Paulo,FASTNEWS,Boletim de notícias,253 palavras,"July 10, 2014",,,"Está marcado para as 18h desta quinta-feira, 10, mais um ato contra a prisão do estudante de jornalismo e funcionário da Universidade de São Paulo (USP) Fábio Hideki Harano, de 26 anos, e do professor Rafael Marques Lusvarghi, de 29 anos. Os dois foram presos e indiciados por associação criminosa no dia 26 de junho após a dispersão de um protesto contra a Copa do Mundo na Avenida Paulista, região central da cidade. Eles são acusados de serem adeptos da tática black bloc, mas a defesa nega. Intitulado ""Grande formação de quadrilha pelos presos políticos"", o ato foi organizado pelo coletivo Se Não Tiver Direitos Não Vai ter Copa. Na página do evento no Facebook, mais de 1.600 pessoas estão confirmadas na manifestação marcada para as 18h na Praça Roosevelt, na região central. ""Depois de um semestre atrás dos monstros 'Black Blocs' sem qualquer resultado relevante (como se alguns jovens fossem o problema da segurança da cidade!), a Secretaria de Segurança Pública do Sr. Fernando Grella resolveu inovar e prender arbitrariamente qualquer manifestante político"", diz a página do evento no Facebook. No dia seguinte às prisões dos manifestantes, o secretário da Segurança Pública de São Paulo, Fernando Grella, disse que Harano e Lusvarghi foram os primeiros black blocs presos em flagrante por policiais do Departamento Estadual de Investigações Criminais (Deic). ""(Eles)estavam incitando os manifestantes contra os policiais e foi necessária uma ação para conter os atos de violência"", afirmou Grella na ocasião."
